gene_name	gene_discription	foldchange_T24/T0	foldchange_T48/T0
TcIL3000.A.H_000104000.1	expression site-associated gene 2 (ESAG2) protein, putative	0.5	2.5
TcIL3000.A.H_000466500.1	hypothetical protein	0.5	2.5
TcIL3000.A.H_000916000.1	hypothetical protein	0.5	2.5
TcIL3000.A.H_000731500.1	Elongation factor Tu GTP binding domain containing protein, putative	0.5	2.33333
TcIL3000.A.H_000441600.1	Reverse transcriptase (RNA-dependent DNA polymerase), putative	0.5	2.25
TcIL3000.A.H_000432600.1	hypothetical protein, conserved	0.5	2.16667
TcIL3000.A.H_000531600.1	folate transporter, putative	0.5	2.16667
TcIL3000.A.H_000341500.1	Lipase (class 3), putative	0.5	2.08333
TcIL3000.A.H_000662600.1	hypothetical protein, conserved	0.5	2.0625
TcIL3000.A.H_000084900.1	hypothetical protein, conserved	0.5	2
TcIL3000.A.H_000123000.1	hypothetical protein, conserved	0.5	2
TcIL3000.A.H_000151400.1	Endonuclease/Exonuclease/phosphatase family/Endonuclease-reverse transcriptase, putative	0.5	2
TcIL3000.A.H_000164600.1	Endonuclease-reverse transcriptase, putative	0.5	2
TcIL3000.A.H_000282100.1	hypothetical protein, conserved	0.5	2
TcIL3000.A.H_000290900.1	hypothetical protein	0.5	2
TcIL3000.A.H_000425000.1	hypothetical protein	0.5	2
TcIL3000.A.H_000501500.1	pseudouridylate synthase I, putative	0.5	2
TcIL3000.A.H_001008600.1	hypothetical protein, conserved	0.5	2
TcIL3000.A.H_000131000.1	retrotransposon hot spot (RHS) protein, putative	0.5	1.875
TcIL3000.A.H_000297500.1	transcription elongation factor s-II, putative	0.5	1.875
TcIL3000.A.H_000791800.1	hypothetical protein, conserved	0.5	1.875
TcIL3000.A.H_000287000.1	cytochrome oxidase subunit X	0.5	1.83333
TcIL3000.A.H_000727800.1	hypothetical protein, conserved	0.5	1.8
TcIL3000.A.H_000265200.1	ATP-dependent DEAH-box RNA helicase, putative	0.5	1.75
TcIL3000.A.H_000598300.1	hypothetical protein	0.5	1.75
TcIL3000.A.H_000903800.1	hypothetical protein, conserved	0.5	1.75
TcIL3000.A.H_000776500.1	hypothetical protein, conserved	0.5	1.66667
TcIL3000.A.H_000421500.1	Exocyst complex component Sec3, putative	0.5	1.625
TcIL3000.A.H_000705300.1	hypothetical protein, conserved	0.5	1.625
TcIL3000.A.H_000968300.1	hypothetical protein, conserved	0.5	1.6
TcIL3000.A.H_000847400.1	hypothetical protein, conserved	0.5	1.5625
TcIL3000.A.H_000005700.1	hypothetical protein, conserved	0.5	1.5
TcIL3000.A.H_000051800.1	Trypanosomal VSG domain containing protein, putative	0.5	1.5
TcIL3000.A.H_000086500.1	expression site-associated gene 2 (ESAG2) protein, putative	0.5	1.5
TcIL3000.A.H_000220000.1	hypothetical protein, conserved	0.5	1.5
TcIL3000.A.H_000307300.1	hypothetical protein, conserved	0.5	1.5
TcIL3000.A.H_000321800.1	hypothetical protein	0.5	1.5
TcIL3000.A.H_000421900.1	WD domain, G-beta repeat, putative	0.5	1.5
TcIL3000.A.H_000747500.1	hypothetical protein, conserved	0.5	1.5
TcIL3000.A.H_000756800.1	transcription factor IIa, putative	0.5	1.5
TcIL3000.A.H_000766600.1	hypothetical protein, conserved	0.5	1.5
TcIL3000.A.H_000824000.1	hypothetical protein, conserved	0.5	1.5
TcIL3000.A.H_000840100.1	hypothetical protein, conserved	0.5	1.5
TcIL3000.A.H_000872100.1	calpain, putative	0.5	1.5
TcIL3000.A.H_001030300.1	18 kDa ER-associated protein	0.5	1.5
TcIL3000.A.H_000432200.1	hypothetical protein, conserved	0.5	1.41667
TcIL3000.A.H_000009300.1	expression site-associated gene (ESAG) protein, putative	0.5	1.40909
TcIL3000.A.H_000900300.1	hypothetical protein, conserved	0.5	1.38889
TcIL3000.A.H_000420600.1	mitochondrial DNA polymerase beta	0.5	1.375
TcIL3000.A.H_000212200.1	histone H4, putative	0.5	1.36364
TcIL3000.A.H_000338900.1	peroxisomal targeting signal 2 receptor, putative	0.5	1.35294
TcIL3000.A.H_000211000.1	expression site- associated gene (ESAG) protein, putative	0.5	1.33333
TcIL3000.A.H_000856900.1	methyltransferase domain containing protein, putative	0.5	1.33333
TcIL3000.A.H_000823700.1	hypothetical protein	0.5	1.32143
TcIL3000.A.H_000864400.1	hypothetical protein, conserved	0.5	1.31579
TcIL3000.A.H_000142000.1	retrotransposon hot spot (RHS) protein, putative	0.5	1.3
TcIL3000.A.H_000866200.1	hypothetical protein, conserved	0.5	1.3
TcIL3000.A.H_000023800.1	hypothetical protein	0.5	1.25
TcIL3000.A.H_000154800.1	s-adenosyl-L-methionine-c-24-delta-sterol-methyl transferase a, putative	0.5	1.25
TcIL3000.A.H_000171800.1	expression site-associated gene 2 (ESAG2) protein, putative	0.5	1.25
TcIL3000.A.H_000194100.1	hypothetical protein, conserved	0.5	1.25
TcIL3000.A.H_000208000.1	Trypanosomal VSG domain containing protein, putative	0.5	1.25
TcIL3000.A.H_000220300.1	Programmed cell death protein 2, C-terminal putative domain containing protein, putative	0.5	1.25
TcIL3000.A.H_000413400.1	G-patch domain containing protein, putative	0.5	1.25
TcIL3000.A.H_000429300.1	hypothetical protein, conserved	0.5	1.25
TcIL3000.A.H_000499800.1	Acyl-ACP thioesterase, putative	0.5	1.25
TcIL3000.A.H_000744800.1	hypothetical protein, conserved	0.5	1.25
TcIL3000.A.H_000786100.1	oxidoreductase, putative	0.5	1.25
TcIL3000.A.H_000360100.1	hypothetical protein, conserved	0.5	1.23077
TcIL3000.A.H_000590300.1	Glycosyl hydrolase family 47, putative	0.5	1.22727
TcIL3000.A.H_001005200.1	hypothetical protein, conserved	0.5	1.20833
TcIL3000.A.H_000252300.1	retrotransposon hot spot (RHS) protein, putative	0.5	1.2
TcIL3000.A.H_000541500.1	hypothetical protein, conserved	0.5	1.2
TcIL3000.A.H_000012000.1	hypothetical protein, conserved	0.5	1.1875
TcIL3000.A.H_000653000.1	U5Cwc21 small nuclear ribonucleoprotein	0.5	1.17857
TcIL3000.A.H_000426000.1	hypothetical protein, conserved	0.5	1.16667
TcIL3000.A.H_000433300.1	hypothetical protein, conserved	0.5	1.16667
TcIL3000.A.H_000752600.1	hypothetical protein, conserved	0.5	1.16667
TcIL3000.A.H_000855800.1	hypothetical protein	0.5	1.16667
TcIL3000.A.H_000474800.1	hypothetical protein, conserved	0.5	1.14286
TcIL3000.A.H_000085500.1	retrotransposon hot spot (RHS) protein, putative	0.5	1.13636
TcIL3000.A.H_000281300.1	ESCO acetyltransferase domain-containing protein	0.5	1.125
TcIL3000.A.H_000485300.1	cyclin 7, putative	0.5	1.125
TcIL3000.A.H_000528800.1	inositol polyphosphate kinase-like protein, putative	0.5	1.125
TcIL3000.A.H_000816500.1	paraflagellar rod protein	0.5	1.125
TcIL3000.A.H_001000500.1	mitochondrial import inner membrane translocase subunit tim17	0.5	1.125
TcIL3000.A.H_000567700.1	chaperone protein DNAj, putative	0.5	1.1
TcIL3000.A.H_000973400.1	serine/threonine kinase, putative	0.5	1.1
TcIL3000.A.H_000980800.1	acyl-CoA dehydrogenase, putative	0.5	1.1
TcIL3000.A.H_001026600.1	proteasome regulatory non-ATP-ase subunit 7	0.5	1.09615
TcIL3000.A.H_000062200.1	protein kinase, putative	0.5	1.08333
TcIL3000.A.H_000405300.1	hypothetical protein, conserved	0.5	1.08333
TcIL3000.A.H_000536200.1	hypothetical protein, conserved	0.5	1.08333
TcIL3000.A.H_000567000.1	hypothetical protein, conserved	0.5	1.08333
TcIL3000.A.H_000989300.1	prefoldin subunit 2, putative	0.5	1.075
TcIL3000.A.H_000373600.1	hypothetical protein, conserved	0.5	1.07143
TcIL3000.A.H_001006900.1	GDP-L-fucose synthetase, putative	0.5	1.05556
TcIL3000.A.H_000306000.1	hypothetical protein, conserved	0.5	1.05
TcIL3000.A.H_000339400.1	hypothetical protein, conserved	0.5	1.05
TcIL3000.A.H_000604200.1	Archaic translocase of outer membrane 12 kDa subunit	0.5	1.05
TcIL3000.A.H_000161000.1	Heat shock protein 83, putative	0.5	1.03333
TcIL3000.A.H_000457700.1	pdz domain containing protein, putative	0.5	1.02941
TcIL3000.A.H_000017500.1	hypothetical protein, conserved	0.5	1.02778
TcIL3000.A.H_000731200.1	elongation factor 1-alpha, putative	0.5	1.01852
TcIL3000.A.H_000006400.1	hypothetical protein	0.5	1
TcIL3000.A.H_000008300.1	hypothetical protein, conserved	0.5	1
TcIL3000.A.H_000043600.1	hypothetical protein	0.5	1
TcIL3000.A.H_000082800.1	Trypanosomal VSG domain containing protein, putative	0.5	1
TcIL3000.A.H_000090100.1	hypothetical protein, conserved	0.5	1
TcIL3000.A.H_000104700.1	Trypanosomal VSG domain containing protein, putative	0.5	1
TcIL3000.A.H_000104800.1	Trypanosomal VSG domain containing protein, putative	0.5	1
TcIL3000.A.H_000108900.1	retrotransposon hot spot (RHS) protein, putative	0.5	1
TcIL3000.A.H_000139500.1	ATP-dependent DEAH-box RNA helicase, putative	0.5	1
TcIL3000.A.H_000217200.1	hypothetical protein, conserved	0.5	1
TcIL3000.A.H_000219300.1	retrotransposon hot spot (RHS) protein, putative	0.5	1
TcIL3000.A.H_000221000.1	hypothetical protein	0.5	1
TcIL3000.A.H_000226500.1	geranylgeranyl transferase type II beta subunit, putative	0.5	1
TcIL3000.A.H_000283500.1	PIN domain containing protein, putative	0.5	1
TcIL3000.A.H_000284700.1	hypothetical protein, conserved	0.5	1
TcIL3000.A.H_000395100.1	diphthine synthase, putative	0.5	1
TcIL3000.A.H_000429600.1	RING-H2 zinc finger, putative	0.5	1
TcIL3000.A.H_000431300.1	peroxisome assembly protein, putative	0.5	1
TcIL3000.A.H_000432500.1	hypothetical protein, conserved	0.5	1
TcIL3000.A.H_000582100.1	hypothetical protein, conserved	0.5	1
TcIL3000.A.H_000637600.1	Flagellar Member 4	0.5	1
TcIL3000.A.H_000652000.1	hypothetical protein, conserved	0.5	1
TcIL3000.A.H_000712300.1	Endonuclease/Exonuclease/phosphatase family/Endonuclease-reverse transcriptase, putative	0.5	1
TcIL3000.A.H_000743800.1	hypothetical protein	0.5	1
TcIL3000.A.H_000773200.1	hypothetical protein, conserved	0.5	1
TcIL3000.A.H_000783500.1	Zinc finger CCCH domain-containing protein 8	0.5	1
TcIL3000.A.H_000810300.1	hypothetical protein, conserved	0.5	1
TcIL3000.A.H_000836000.1	Nrap protein, putative	0.5	1
TcIL3000.A.H_000934100.1	HIT zinc finger, putative	0.5	1
TcIL3000.A.H_001002500.1	hypothetical protein, conserved	0.5	1
TcIL3000.A.H_001031200.1	hypothetical protein, conserved	0.5	1
TcIL3000.A.H_000655700.1	conserved protein	0.5	0.964286
TcIL3000.A.H_000773600.1	hypothetical protein, conserved	0.5	0.961538
TcIL3000.A.H_000743700.1	hypothetical protein, conserved	0.5	0.958333
TcIL3000.A.H_000529100.1	NAD dependent epimerase/dehydratase family, putative	0.5	0.954545
TcIL3000.A.H_000364200.1	hypothetical protein, conserved	0.5	0.944444
TcIL3000.A.H_000519800.1	hypothetical protein, conserved	0.5	0.944444
TcIL3000.A.H_000986600.1	hypothetical protein, conserved	0.5	0.9375
TcIL3000.A.H_000681600.1	cAMP-specific phosphodiesterase, putative	0.5	0.933333
TcIL3000.A.H_000336300.1	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus, putative	0.5	0.916667
TcIL3000.A.H_000782700.1	centaurin beta 5	0.5	0.909091
TcIL3000.A.H_000938700.1	hypothetical protein, conserved	0.5	0.90625
TcIL3000.A.H_000325500.1	vacuolar sorting protein 33 , putative	0.5	0.892857
TcIL3000.A.H_000610000.1	hypothetical protein, conserved	0.5	0.884615
TcIL3000.A.H_000521000.1	TPR-repeat-containing chaperone protein DNAJ, putative	0.5	0.881818
TcIL3000.A.H_000381200.1	Trypanosomal VSG domain containing protein, putative	0.5	0.875
TcIL3000.A.H_000412700.1	hypothetical protein, conserved	0.5	0.875
TcIL3000.A.H_000415600.1	hypothetical protein, conserved	0.5	0.875
TcIL3000.A.H_000425100.1	hypothetical protein	0.5	0.875
TcIL3000.A.H_000584100.1	hypothetical protein, conserved	0.5	0.875
TcIL3000.A.H_000958000.1	Small acidic protein family, putative	0.5	0.875
TcIL3000.A.H_000641300.1	Monooxygenase, putative	0.5	0.863636
TcIL3000.A.H_000944500.1	hypothetical protein, conserved	0.5	0.863636
TcIL3000.A.H_000311400.1	SET domain containing protein, putative	0.5	0.857143
TcIL3000.A.H_000310600.1	hypothetical protein, conserved	0.5	0.85
TcIL3000.A.H_001033200.1	hypothetical protein, conserved	0.5	0.842105
TcIL3000.A.H_000062400.1	hypothetical protein, conserved	0.5	0.833333
TcIL3000.A.H_000384400.1	serine threonine-protein phosphatase PP1, putative	0.5	0.833333
TcIL3000.A.H_000772500.1	amino acid permease, putative	0.5	0.833333
TcIL3000.A.H_001019200.1	hypothetical protein, conserved	0.5	0.833333
TcIL3000.A.H_000925300.1	nucleic acid binding protein, putative	0.5	0.825
TcIL3000.A.H_000867500.1	sodium/hydrogen exchanger, putative	0.5	0.819444
TcIL3000.A.H_001015500.1	NAD+ synthase, putative	0.5	0.818182
TcIL3000.A.H_000306300.1	TPR-repeat protein, putative	0.5	0.805556
TcIL3000.A.H_000547100.1	tRNA-dihydrouridine synthase 3, putative	0.5	0.80303
TcIL3000.A.H_000339000.1	hypothetical protein, conserved	0.5	0.8
TcIL3000.A.H_000657100.1	hypothetical protein, conserved	0.5	0.8
TcIL3000.A.H_000798100.1	ras-like small GTPase, putative	0.5	0.8
TcIL3000.A.H_000807300.1	ubiquitin-protein ligase, putative	0.5	0.8
TcIL3000.A.H_000761300.1	40S ribosomal protein S18, putative	0.5	0.795238
TcIL3000.A.H_000459900.1	ubiquitin-protein ligase, putative	0.5	0.794118
TcIL3000.A.H_000731900.1	elongation factor 1-alpha, putative	0.5	0.785714
TcIL3000.A.H_000723400.1	aspartyl-tRNA synthetase, putative	0.5	0.764706
TcIL3000.A.H_000081800.1	hypothetical protein, conserved	0.5	0.75
TcIL3000.A.H_000136000.1	hypothetical protein, conserved	0.5	0.75
TcIL3000.A.H_000277000.1	leucine-rich repeat-containing protein	0.5	0.75
TcIL3000.A.H_000283200.1	conserved protein, unknown function	0.5	0.75
TcIL3000.A.H_000464700.1	dendritic cell-derived IFNG-induced protein	0.5	0.75
TcIL3000.A.H_000500100.1	hypothetical protein, conserved	0.5	0.75
TcIL3000.A.H_000599900.1	WD-repeat containing protein	0.5	0.75
TcIL3000.A.H_000627900.1	HpcH/HpaI aldolase/citrate lyase family, putative	0.5	0.75
TcIL3000.A.H_000641200.1	hypothetical protein, conserved	0.5	0.75
TcIL3000.A.H_000711600.1	hypothetical protein, conserved	0.5	0.75
TcIL3000.A.H_000931400.1	Met-10+ like-protein/Methyltransferase small domain/Ribosomal protein L11 methyltransferase (PrmA)/Putative RNA methylase family UPF0020/Conserved hypothetical protein 95/Methyltransferase domain/RNA cap guanine-N2 methyltransferase, putative	0.5	0.75
TcIL3000.A.H_001002300.1	hypothetical protein, conserved	0.5	0.75
TcIL3000.A.H_000433800.1	hypothetical protein, conserved	0.5	0.71875
TcIL3000.A.H_000568300.1	hypothetical protein, conserved	0.5	0.71875
TcIL3000.A.H_000939100.1	hypothetical protein, conserved	0.5	0.714286
TcIL3000.A.H_000331900.1	hypothetical protein, conserved	0.5	0.708333
TcIL3000.A.H_000563300.1	Bucentaur or craniofacial development, putative	0.5	0.7
TcIL3000.A.H_000076200.1	Trypanosomal VSG domain containing protein, putative	0.5	0.666667
TcIL3000.A.H_000209700.1	Invariant surface glycoprotein, putative	0.5	0.666667
TcIL3000.A.H_000544600.1	Ring finger domain containing protein, putative	0.5	0.666667
TcIL3000.A.H_000777500.1	hypothetical protein, conserved	0.5	0.666667
TcIL3000.A.H_001011900.1	PTHB1 N-terminus/PTHB1 C-terminus, putative	0.5	0.666667
TcIL3000.A.H_000360200.1	Complex 1 protein (LYR family), putative	0.5	0.642857
TcIL3000.A.H_000497000.1	hypothetical protein, conserved	0.5	0.642857
TcIL3000.A.H_001008500.1	Alpha/beta hydrolase family, putative	0.5	0.642857
TcIL3000.A.H_000654200.1	hypothetical protein, conserved	0.5	0.636364
TcIL3000.A.H_000742300.1	hypothetical protein, conserved	0.5	0.625
TcIL3000.A.H_000523000.1	PQ loop repeat, putative	0.5	0.607143
TcIL3000.A.H_000576100.1	hypothetical protein, conserved	0.5	0.605263
TcIL3000.A.H_000712400.1	hypothetical protein, conserved	0.5	0.571429
TcIL3000.A.H_000214100.1	leucine-rich repeat-containing protein	0.5	0.55
TcIL3000.A.H_000329300.1	hypothetical protein, conserved	0.5	0.55
TcIL3000.A.H_000599600.1	ATP-dependent DEAD/H RNA helicase, putative	0.5	0.541667
TcIL3000.A.H_000023600.1	retrotransposon hot spot (RHS) protein, putative	0.5	0.5
TcIL3000.A.H_000130200.1	hypothetical protein, conserved	0.5	0.5
TcIL3000.A.H_000147200.1	hypothetical protein, conserved	0.5	0.5
TcIL3000.A.H_000240500.1	Protein tyrosine kinase/Protein kinase domain containing protein, putative	0.5	0.5
TcIL3000.A.H_000266400.1	hypothetical protein, conserved	0.5	0.5
TcIL3000.A.H_000295900.1	kinetoplast polyadenylation/uridylation factor 1	0.5	0.5
TcIL3000.A.H_000379900.1	dihydroxyacetone phosphate acyltransferase, putative	0.5	0.5
TcIL3000.A.H_000385600.1	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	0.5	0.5
TcIL3000.A.H_000444500.1	hypothetical protein, conserved	0.5	0.5
TcIL3000.A.H_000457200.1	nitrate reductase, putative	0.5	0.5
TcIL3000.A.H_000502300.1	mitotic cyclin	0.5	0.5
TcIL3000.A.H_000510800.1	zinc finger protein family member, putative	0.5	0.5
TcIL3000.A.H_000560600.1	Endonuclease/Exonuclease/phosphatase family/Endonuclease-reverse transcriptase, putative	0.5	0.5
TcIL3000.A.H_000616400.1	hypothetical protein, conserved	0.5	0.5
TcIL3000.A.H_000646400.1	hypothetical protein, conserved	0.5	0.5
TcIL3000.A.H_000719800.1	hypothetical protein, conserved	0.5	0.5
TcIL3000.A.H_000809000.1	hypothetical protein, conserved	0.5	0.5
TcIL3000.A.H_000608500.1	Putative snoRNA binding domain containing protein, putative	0.5	0.461538
TcIL3000.A.H_000595600.1	Vesicle transport v-SNARE protein N-terminus, putative	0.5	0.444444
TcIL3000.A.H_000315300.1	Conserved hypothetical ATP binding protein, putative	0.5	0.416667
TcIL3000.A.H_000684100.1	hypothetical protein, conserved	0.5	0.416667
TcIL3000.A.H_000085000.1	hypothetical protein, conserved	0.5	0.4
TcIL3000.A.H_000169500.1	retrotransposon hot spot (RHS) protein, putative	0.5	0.4
TcIL3000.A.H_000256400.1	variant surface glycoprotein (VSG, atypical), putative	0.5	0.388889
TcIL3000.A.H_000179900.1	hypothetical protein, conserved	0.5	0.375
TcIL3000.A.H_000717500.1	Protein of unknown function (DUF971), putative	0.5	0.35
TcIL3000.A.H_000598200.1	hypothetical protein	0.5	0.333333
TcIL3000.A.H_000275500.1	NADH-ubiquinone oxidoreductase complex I subunit, putative	0.5	0.291667
TcIL3000.A.H_000503100.1	Eukaryotic translation initiation factor 4E type 6	0.5	0.28125
TcIL3000.A.H_000070500.1	hypothetical protein, conserved	0.5	0.25
TcIL3000.A.H_000427300.1	hypothetical protein, conserved	0.5	0.25
TcIL3000.A.H_000595900.1	Dos2-interacting transcription regulator of RNA-Pol-II, putative	0.5	0.25
TcIL3000.A.H_001011400.1	hypothetical protein, conserved	0.5	0.25
TcIL3000.A.H_000709800.1	ATP11 protein, putative	0.5	0.21875
TcIL3000.A.H_000050900.1	hypothetical protein	0.5	0
TcIL3000.A.H_000099700.1	conserved protein	0.5	0
TcIL3000.A.H_000122400.1	Trypanosomal VSG domain containing protein, putative	0.5	0
TcIL3000.A.H_000193300.1	Trypanosomal VSG domain containing protein, putative	0.5	0
TcIL3000.A.H_000271900.1	hypothetical protein, conserved	0.5	0
TcIL3000.A.H_000272000.1	hypothetical protein, conserved	0.5	0
TcIL3000.A.H_000293900.1	hypothetical protein, conserved	0.5	0
TcIL3000.A.H_000373500.1	dual specificity protein phosphatase, putative	0.5	0
TcIL3000.A.H_000403300.1	hypothetical protein	0.5	0
TcIL3000.A.H_000489100.1	Trypanosomal VSG domain containing protein, putative	0.5	0
TcIL3000.A.H_000538600.1	RNA-binding protein, putative	0.5	0
TcIL3000.A.H_000543900.1	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	0.5	0
